market,month,year,quantity,priceMin,priceMax,priceMod,state,city,date
JUNNAR(MS),May,2013,9924,500,1055,875,MH,JUNNAR,May-2013
JUNNAR(MS),May,2014,3492,400,1500,900,MH,JUNNAR,May-2014
JUNNAR(MS),May,2015,18014,833,1933,1467,MH,JUNNAR,May-2015
JUNNAR(MS),May,2016,94900,485,1020,925,MH,JUNNAR,May-2016
JUNNAR(MS),June,2009,46270,387,718,573,MH,JUNNAR,June-2009
JUNNAR(MS),June,2010,10765,600,800,700,MH,JUNNAR,June-2010
JUNNAR(MS),June,2011,32178,446,946,756,MH,JUNNAR,June-2011
JUNNAR(MS),June,2013,18634,500,1750,1313,MH,JUNNAR,June-2013
JUNNAR(MS),June,2014,3464,500,1250,800,MH,JUNNAR,June-2014
JUNNAR(MS),June,2016,40265,650,1143,1017,MH,JUNNAR,June-2016
JUNNAR(MS),July,2008,3142,300,700,500,MH,JUNNAR,July-2008
JUNNAR(MS),July,2009,51293,338,707,553,MH,JUNNAR,July-2009
JUNNAR(MS),July,2011,38816,420,1030,780,MH,JUNNAR,July-2011
JUNNAR(MS),July,2012,7620,200,825,625,MH,JUNNAR,July-2012
JUNNAR(MS),July,2013,18335,1000,2480,2000,MH,JUNNAR,July-2013
JUNNAR(MS),July,2014,3377,1700,2300,2000,MH,JUNNAR,July-2014
JUNNAR(MS),July,2016,53670,528,1063,961,MH,JUNNAR,July-2016
JUNNAR(MS),August,2009,60807,399,817,627,MH,JUNNAR,August-2009
JUNNAR(MS),August,2010,30451,481,1114,825,MH,JUNNAR,August-2010
JUNNAR(MS),August,2011,20408,611,1326,956,MH,JUNNAR,August-2011
JUNNAR(MS),August,2013,26227,1500,3933,3000,MH,JUNNAR,August-2013
JUNNAR(MS),August,2015,10818,3333,6167,5333,MH,JUNNAR,August-2015
JUNNAR(MS),August,2016,4168,500,1000,900,MH,JUNNAR,August-2016
JUNNAR(MS),September,2009,69506,421,786,617,MH,JUNNAR,September-2009
JUNNAR(MS),September,2010,17344,990,1620,1360,MH,JUNNAR,September-2010
JUNNAR(MS),September,2011,10771,583,1350,1017,MH,JUNNAR,September-2011
JUNNAR(MS),September,2013,20132,2800,4868,3817,MH,JUNNAR,September-2013
JUNNAR(MS),September,2015,1555,2000,5010,4500,MH,JUNNAR,September-2015
JUNNAR(MS),September,2016,38397,417,825,675,MH,JUNNAR,September-2016
JUNNAR(MS),October,2009,10282,725,1475,1325,MH,JUNNAR,October-2009
JUNNAR(MS),October,2010,31209,1045,1797,1450,MH,JUNNAR,October-2010
JUNNAR(MS),October,2011,21339,600,1188,931,MH,JUNNAR,October-2011
JUNNAR(MS),October,2012,11598,300,1350,1150,MH,JUNNAR,October-2012
JUNNAR(MS),October,2013,2584,2625,5425,4250,MH,JUNNAR,October-2013
JUNNAR(MS),October,2016,77011,475,971,744,MH,JUNNAR,October-2016
JUNNAR(MS),November,2008,22885,550,1000,850,MH,JUNNAR,November-2008
JUNNAR(MS),November,2009,13372,1264,2266,1921,MH,JUNNAR,November-2009
JUNNAR(MS),November,2010,14617,1800,2910,2420,MH,JUNNAR,November-2010
JUNNAR(MS),November,2012,3446,200,1400,1200,MH,JUNNAR,November-2012
JUNNAR(MS),November,2016,16276,550,1250,1100,MH,JUNNAR,November-2016
JUNNAR(MS),December,2008,42072,630,1320,1080,MH,JUNNAR,December-2008
JUNNAR(MS),December,2009,13848,1428,2400,1911,MH,JUNNAR,December-2009
JUNNAR(MS),December,2010,9051,1917,3302,2842,MH,JUNNAR,December-2010
JUNNAR(MS),December,2011,5737,400,800,600,MH,JUNNAR,December-2011
JUNNAR(MS),December,2012,15451,908,1592,1292,MH,JUNNAR,December-2012
JUNNAR(MS),December,2014,127,1400,2200,1900,MH,JUNNAR,December-2014
JUNNAR(MS),December,2015,397,1000,2110,1500,MH,JUNNAR,December-2015
JUNNAR(MS),December,2016,15500,450,1300,1025,MH,JUNNAR,December-2016
KALVAN(MS),January,2008,11780,100,356,273,MH,KALVAN,January-2008
KALVAN(MS),January,2009,24500,314,1428,1218,MH,KALVAN,January-2009
KALVAN(MS),January,2010,49800,273,1710,1306,MH,KALVAN,January-2010
KALVAN(MS),January,2011,16000,510,3448,2550,MH,KALVAN,January-2011
KALVAN(MS),January,2012,9400,100,516,426,MH,KALVAN,January-2012
KALVAN(MS),January,2015,13000,300,1488,1175,MH,KALVAN,January-2015
KALVAN(MS),January,2016,50650,344,1320,989,MH,KALVAN,January-2016
KALVAN(MS),February,2008,21060,72,333,251,MH,KALVAN,February-2008
KALVAN(MS),February,2009,24050,183,1292,1092,MH,KALVAN,February-2009
KALVAN(MS),February,2010,53800,283,1203,999,MH,KALVAN,February-2010
KALVAN(MS),February,2011,27700,355,1220,942,MH,KALVAN,February-2011
KALVAN(MS),February,2012,14000,100,453,355,MH,KALVAN,February-2012
KALVAN(MS),February,2013,34500,529,1618,1482,MH,KALVAN,February-2013
KALVAN(MS),February,2015,12700,400,1763,1500,MH,KALVAN,February-2015
KALVAN(MS),February,2016,74146,225,956,692,MH,KALVAN,February-2016
KALVAN(MS),March,2008,4000,55,398,310,MH,KALVAN,March-2008
KALVAN(MS),March,2009,21000,88,842,706,MH,KALVAN,March-2009
KALVAN(MS),March,2010,54500,187,755,583,MH,KALVAN,March-2010
KALVAN(MS),March,2011,15000,308,835,486,MH,KALVAN,March-2011
KALVAN(MS),March,2012,3000,100,526,451,MH,KALVAN,March-2012
KALVAN(MS),March,2013,11000,300,1140,1000,MH,KALVAN,March-2013
KALVAN(MS),March,2016,29312,375,822,715,MH,KALVAN,March-2016
KALVAN(MS),April,2008,5500,76,321,268,MH,KALVAN,April-2008
KALVAN(MS),April,2009,41950,113,552,476,MH,KALVAN,April-2009
KALVAN(MS),April,2010,46550,194,607,517,MH,KALVAN,April-2010
KALVAN(MS),April,2011,9900,240,709,530,MH,KALVAN,April-2011
KALVAN(MS),April,2012,21500,126,454,389,MH,KALVAN,April-2012
KALVAN(MS),April,2015,26500,325,1485,1019,MH,KALVAN,April-2015
KALVAN(MS),April,2016,33745,286,882,699,MH,KALVAN,April-2016
KALVAN(MS),May,2008,7000,51,270,231,MH,KALVAN,May-2008
KALVAN(MS),May,2009,28000,125,506,432,MH,KALVAN,May-2009
KALVAN(MS),May,2010,26500,199,694,562,MH,KALVAN,May-2010
KALVAN(MS),May,2011,5000,126,711,476,MH,KALVAN,May-2011
KALVAN(MS),May,2012,38700,125,466,347,MH,KALVAN,May-2012
KALVAN(MS),May,2013,15000,300,958,833,MH,KALVAN,May-2013
KALVAN(MS),May,2015,13800,350,1670,1356,MH,KALVAN,May-2015
KALVAN(MS),May,2016,80636,204,873,687,MH,KALVAN,May-2016
KALVAN(MS),June,2008,11650,34,449,369,MH,KALVAN,June-2008
KALVAN(MS),June,2009,28900,229,775,707,MH,KALVAN,June-2009
KALVAN(MS),June,2010,27500,166,754,647,MH,KALVAN,June-2010
KALVAN(MS),June,2011,23200,235,881,764,MH,KALVAN,June-2011
KALVAN(MS),June,2012,29200,120,612,454,MH,KALVAN,June-2012
KALVAN(MS),June,2013,12500,500,1626,1476,MH,KALVAN,June-2013
KALVAN(MS),June,2015,18800,400,1956,1588,MH,KALVAN,June-2015
KALVAN(MS),June,2016,155400,287,986,804,MH,KALVAN,June-2016
KALVAN(MS),July,2008,7750,126,720,660,MH,KALVAN,July-2008
KALVAN(MS),July,2009,35600,292,671,628,MH,KALVAN,July-2009
KALVAN(MS),July,2010,59900,214,764,663,MH,KALVAN,July-2010
KALVAN(MS),July,2011,29300,213,961,844,MH,KALVAN,July-2011
KALVAN(MS),July,2012,41500,110,662,533,MH,KALVAN,July-2012
KALVAN(MS),July,2013,66340,1164,2327,2202,MH,KALVAN,July-2013
KALVAN(MS),July,2015,52400,840,2447,2112,MH,KALVAN,July-2015
KALVAN(MS),July,2016,27100,275,959,800,MH,KALVAN,July-2016
KALVAN(MS),August,2009,70150,305,730,673,MH,KALVAN,August-2009
KALVAN(MS),August,2010,51500,273,964,868,MH,KALVAN,August-2010
KALVAN(MS),August,2011,40050,245,1240,1103,MH,KALVAN,August-2011
KALVAN(MS),August,2012,14000,150,733,613,MH,KALVAN,August-2012
KALVAN(MS),August,2013,45717,2000,4215,3942,MH,KALVAN,August-2013
KALVAN(MS),August,2014,8400,300,1900,1600,MH,KALVAN,August-2014
KALVAN(MS),August,2015,46078,1090,4870,4195,MH,KALVAN,August-2015
KALVAN(MS),August,2016,70570,256,788,642,MH,KALVAN,August-2016
KALVAN(MS),September,2008,21200,100,741,671,MH,KALVAN,September-2008
KALVAN(MS),September,2009,63000,262,731,657,MH,KALVAN,September-2009
KALVAN(MS),September,2010,74000,321,1493,1329,MH,KALVAN,September-2010
KALVAN(MS),September,2011,41200,165,1215,1075,MH,KALVAN,September-2011
KALVAN(MS),September,2012,9000,151,711,611,MH,KALVAN,September-2012
KALVAN(MS),September,2013,982,1500,5001,4901,MH,KALVAN,September-2013
KALVAN(MS),September,2015,5400,1000,4658,3950,MH,KALVAN,September-2015
KALVAN(MS),September,2016,119700,125,639,438,MH,KALVAN,September-2016
KALVAN(MS),October,2008,20150,51,718,590,MH,KALVAN,October-2008
KALVAN(MS),October,2009,74500,465,1561,1429,MH,KALVAN,October-2009
KALVAN(MS),October,2010,48000,457,1684,1519,MH,KALVAN,October-2010
KALVAN(MS),October,2011,47500,159,1025,922,MH,KALVAN,October-2011
KALVAN(MS),October,2012,14000,151,1219,1026,MH,KALVAN,October-2012
KALVAN(MS),October,2013,1020,2000,4951,4851,MH,KALVAN,October-2013
KALVAN(MS),October,2015,6300,767,4080,3259,MH,KALVAN,October-2015
KALVAN(MS),October,2016,72050,194,923,682,MH,KALVAN,October-2016
KALVAN(MS),November,2008,2900,100,926,725,MH,KALVAN,November-2008
KALVAN(MS),November,2009,47910,477,2010,1566,MH,KALVAN,November-2009
KALVAN(MS),November,2010,41660,518,3373,2314,MH,KALVAN,November-2010
KALVAN(MS),November,2011,40900,159,989,817,MH,KALVAN,November-2011
KALVAN(MS),November,2015,4500,500,1995,1400,MH,KALVAN,November-2015
KALVAN(MS),November,2016,65085,219,1063,735,MH,KALVAN,November-2016
KALVAN(MS),December,2008,26600,117,1158,920,MH,KALVAN,December-2008
KALVAN(MS),December,2009,54750,448,1847,1371,MH,KALVAN,December-2009
KALVAN(MS),December,2010,30650,471,3548,2383,MH,KALVAN,December-2010
KALVAN(MS),December,2011,10100,125,698,531,MH,KALVAN,December-2011
KALVAN(MS),December,2014,7500,500,2036,1725,MH,KALVAN,December-2014
KALVAN(MS),December,2015,41080,304,1440,1079,MH,KALVAN,December-2015
KALVAN(MS),December,2016,39200,202,985,780,MH,KALVAN,December-2016
KANPUR(UP),January,2008,41033,327,492,411,UP,KANPUR,January-2008
KANPUR(UP),January,2009,17160,1385,1538,1461,UP,KANPUR,January-2009
KANPUR(UP),January,2010,29365,1189,1455,1339,UP,KANPUR,January-2010
KANPUR(UP),January,2011,336,1400,2000,1700,UP,KANPUR,January-2011
KANPUR(UP),January,2012,8800,624,670,648,UP,KANPUR,January-2012
KANPUR(UP),January,2013,3700,1439,1439,1439,UP,KANPUR,January-2013
KANPUR(UP),January,2014,73240,1096,1096,1096,UP,KANPUR,January-2014
KANPUR(UP),January,2015,45875,1528,1528,1528,UP,KANPUR,January-2015
KANPUR(UP),January,2016,47650,1340,1340,1340,UP,KANPUR,January-2016
KANPUR(UP),February,2008,56347,304,366,347,UP,KANPUR,February-2008
KANPUR(UP),February,2009,26430,1111,1299,1213,UP,KANPUR,February-2009
KANPUR(UP),February,2010,33980,1187,1408,1309,UP,KANPUR,February-2010
KANPUR(UP),February,2011,26790,1280,1485,1381,UP,KANPUR,February-2011
KANPUR(UP),February,2012,4850,545,591,568,UP,KANPUR,February-2012
KANPUR(UP),February,2013,2900,1895,1895,1895,UP,KANPUR,February-2013
KANPUR(UP),February,2014,43200,1118,1118,1118,UP,KANPUR,February-2014
KANPUR(UP),February,2015,60150,1514,1514,1514,UP,KANPUR,February-2015
KANPUR(UP),February,2016,36300,1139,1139,1139,UP,KANPUR,February-2016
KANPUR(UP),March,2008,116421,355,428,387,UP,KANPUR,March-2008
KANPUR(UP),March,2009,28670,1034,1194,1124,UP,KANPUR,March-2009
KANPUR(UP),March,2010,64920,762,1040,957,UP,KANPUR,March-2010
KANPUR(UP),March,2011,23558,813,873,844,UP,KANPUR,March-2011
KANPUR(UP),March,2012,4990,624,663,644,UP,KANPUR,March-2012
KANPUR(UP),March,2013,13250,1374,1374,1374,UP,KANPUR,March-2013
KANPUR(UP),March,2014,39160,1189,1189,1189,UP,KANPUR,March-2014
KANPUR(UP),March,2015,26350,1584,1584,1584,UP,KANPUR,March-2015
KANPUR(UP),March,2016,24550,1181,1181,1181,UP,KANPUR,March-2016
KANPUR(UP),April,2008,65673,361,450,409,UP,KANPUR,April-2008
KANPUR(UP),April,2009,32690,767,857,812,UP,KANPUR,April-2009
KANPUR(UP),April,2010,38724,724,832,789,UP,KANPUR,April-2010
KANPUR(UP),April,2011,33380,617,701,658,UP,KANPUR,April-2011
KANPUR(UP),April,2012,7650,591,634,613,UP,KANPUR,April-2012
KANPUR(UP),April,2013,25400,1084,1084,1084,UP,KANPUR,April-2013
KANPUR(UP),April,2014,33400,1031,1031,1031,UP,KANPUR,April-2014
KANPUR(UP),April,2015,31150,1380,1380,1380,UP,KANPUR,April-2015
KANPUR(UP),April,2016,65700,1012,1012,1012,UP,KANPUR,April-2016
KANPUR(UP),May,2008,168734,284,344,312,UP,KANPUR,May-2008
KANPUR(UP),May,2009,31900,609,698,658,UP,KANPUR,May-2009
KANPUR(UP),May,2010,31921,532,655,606,UP,KANPUR,May-2010
KANPUR(UP),May,2011,15609,525,645,589,UP,KANPUR,May-2011
KANPUR(UP),May,2012,12950,566,604,584,UP,KANPUR,May-2012
KANPUR(UP),May,2013,40270,1048,1048,1048,UP,KANPUR,May-2013
KANPUR(UP),May,2014,23720,1103,1103,1103,UP,KANPUR,May-2014
KANPUR(UP),May,2015,36350,1343,1343,1343,UP,KANPUR,May-2015
KANPUR(UP),May,2016,72050,847,847,847,UP,KANPUR,May-2016
KANPUR(UP),June,2008,181386,280,354,323,UP,KANPUR,June-2008
KANPUR(UP),June,2009,62620,658,763,711,UP,KANPUR,June-2009
KANPUR(UP),June,2010,25460,563,658,612,UP,KANPUR,June-2010
KANPUR(UP),June,2011,15484,502,655,583,UP,KANPUR,June-2011
KANPUR(UP),June,2012,17550,560,602,581,UP,KANPUR,June-2012
KANPUR(UP),June,2013,33560,1005,1005,1005,UP,KANPUR,June-2013
KANPUR(UP),June,2014,15460,1009,1009,1009,UP,KANPUR,June-2014
KANPUR(UP),June,2015,36100,1376,1376,1376,UP,KANPUR,June-2015
KANPUR(UP),June,2016,64100,806,837,821,UP,KANPUR,June-2016
KANPUR(UP),July,2008,122373,466,574,525,UP,KANPUR,July-2008
KANPUR(UP),July,2009,51140,801,993,901,UP,KANPUR,July-2009
KANPUR(UP),July,2010,34435,644,861,760,UP,KANPUR,July-2010
KANPUR(UP),July,2011,22532,705,875,803,UP,KANPUR,July-2011
KANPUR(UP),July,2012,28350,692,735,714,UP,KANPUR,July-2012
KANPUR(UP),July,2013,11545,1773,1773,1773,UP,KANPUR,July-2013
KANPUR(UP),July,2014,39300,1833,1833,1833,UP,KANPUR,July-2014
KANPUR(UP),July,2015,14550,1862,1862,1862,UP,KANPUR,July-2015
KANPUR(UP),July,2016,41750,976,976,976,UP,KANPUR,July-2016
KANPUR(UP),August,2008,31155,781,953,874,UP,KANPUR,August-2008
KANPUR(UP),August,2009,55625,766,913,841,UP,KANPUR,August-2009
KANPUR(UP),August,2010,22650,750,918,836,UP,KANPUR,August-2010
KANPUR(UP),August,2011,8797,939,1088,1015,UP,KANPUR,August-2011
KANPUR(UP),August,2012,37950,765,808,786,UP,KANPUR,August-2012
KANPUR(UP),August,2013,4980,2796,2796,2796,UP,KANPUR,August-2013
KANPUR(UP),August,2014,34900,1750,1750,1750,UP,KANPUR,August-2014
KANPUR(UP),August,2015,12220,2864,2864,2864,UP,KANPUR,August-2015
KANPUR(UP),August,2016,35750,973,973,973,UP,KANPUR,August-2016
KANPUR(UP),September,2008,6050,765,892,833,UP,KANPUR,September-2008
KANPUR(UP),September,2009,57350,806,937,876,UP,KANPUR,September-2009
KANPUR(UP),September,2010,18910,1155,1373,1277,UP,KANPUR,September-2010
KANPUR(UP),September,2011,26163,1187,1427,1311,UP,KANPUR,September-2011
KANPUR(UP),September,2012,14850,778,821,802,UP,KANPUR,September-2012
KANPUR(UP),September,2013,12140,4246,4264,4255,UP,KANPUR,September-2013
KANPUR(UP),September,2014,37150,1552,1552,1552,UP,KANPUR,September-2014
KANPUR(UP),September,2015,11650,3943,3943,3943,UP,KANPUR,September-2015
KANPUR(UP),September,2016,41750,829,838,833,UP,KANPUR,September-2016
KANPUR(UP),October,2008,14900,787,858,826,UP,KANPUR,October-2008
KANPUR(UP),October,2009,38390,1405,1651,1527,UP,KANPUR,October-2009
KANPUR(UP),October,2010,11220,1359,1600,1475,UP,KANPUR,October-2010
KANPUR(UP),October,2011,10606,1085,1300,1200,UP,KANPUR,October-2011
KANPUR(UP),October,2012,13500,918,958,938,UP,KANPUR,October-2012
KANPUR(UP),October,2013,6150,4752,4752,4752,UP,KANPUR,October-2013
KANPUR(UP),October,2014,25150,1605,1605,1605,UP,KANPUR,October-2014
KANPUR(UP),October,2015,10040,3603,3603,3603,UP,KANPUR,October-2015
KANPUR(UP),October,2016,46600,876,891,882,UP,KANPUR,October-2016
KANPUR(UP),November,2008,14840,927,1087,1023,UP,KANPUR,November-2008
KANPUR(UP),November,2009,27732,1323,1561,1454,UP,KANPUR,November-2009
KANPUR(UP),November,2010,1000,1578,1633,1605,UP,KANPUR,November-2010
KANPUR(UP),November,2011,2950,1161,1209,1183,UP,KANPUR,November-2011
KANPUR(UP),November,2012,10000,1141,1186,1163,UP,KANPUR,November-2012
KANPUR(UP),November,2013,11290,3861,3861,3861,UP,KANPUR,November-2013
KANPUR(UP),November,2014,52150,1643,1643,1643,UP,KANPUR,November-2014
KANPUR(UP),November,2015,20250,2515,2515,2515,UP,KANPUR,November-2015
KANPUR(UP),November,2016,33950,841,864,851,UP,KANPUR,November-2016
KANPUR(UP),December,2008,30050,1064,1328,1196,UP,KANPUR,December-2008
KANPUR(UP),December,2009,35920,1114,1449,1313,UP,KANPUR,December-2009
KANPUR(UP),December,2011,4250,729,771,750,UP,KANPUR,December-2011
KANPUR(UP),December,2012,2250,1380,1420,1400,UP,KANPUR,December-2012
KANPUR(UP),December,2013,42900,2059,2059,2059,UP,KANPUR,December-2013
KANPUR(UP),December,2014,56950,1534,1534,1534,UP,KANPUR,December-2014
KANPUR(UP),December,2015,39450,1573,1573,1573,UP,KANPUR,December-2015
KANPUR(UP),December,2016,47000,840,854,848,UP,KANPUR,December-2016
KARNAL(HR),January,2008,7150,523,596,560,HR,KARNAL,January-2008
KARNAL(HR),January,2009,7800,1200,1545,1373,HR,KARNAL,January-2009
KARNAL(HR),January,2010,7550,1539,1700,1622,HR,KARNAL,January-2010
KARNAL(HR),January,2011,1325,1950,3703,2829,HR,KARNAL,January-2011
KARNAL(HR),January,2012,485,450,620,535,HR,KARNAL,January-2012
KARNAL(HR),January,2013,7650,1359,1607,1483,HR,KARNAL,January-2013
KARNAL(HR),January,2014,13400,2080,2240,2160,HR,KARNAL,January-2014
KARNAL(HR),January,2015,8650,1500,1600,1550,HR,KARNAL,January-2015
KARNAL(HR),January,2016,11850,1190,1394,1292,HR,KARNAL,January-2016
KARNAL(HR),February,2008,9150,458,558,508,HR,KARNAL,February-2008
KARNAL(HR),February,2009,5750,1100,1360,1230,HR,KARNAL,February-2009
KARNAL(HR),February,2010,8200,1385,1505,1444,HR,KARNAL,February-2010
KARNAL(HR),February,2011,4325,1203,1481,1342,HR,KARNAL,February-2011
KARNAL(HR),February,2012,2107,416,574,495,HR,KARNAL,February-2012
KARNAL(HR),February,2014,17500,953,1235,1094,HR,KARNAL,February-2014
KARNAL(HR),February,2015,7350,1561,1661,1611,HR,KARNAL,February-2015
KARNAL(HR),March,2008,8350,498,595,549,HR,KARNAL,March-2008
KARNAL(HR),March,2009,8000,1073,1245,1159,HR,KARNAL,March-2009
KARNAL(HR),March,2010,13150,961,1067,1014,HR,KARNAL,March-2010
KARNAL(HR),March,2011,7900,873,1023,947,HR,KARNAL,March-2011
KARNAL(HR),March,2014,8080,1196,1304,1250,HR,KARNAL,March-2014
KARNAL(HR),March,2015,6600,1530,1635,1583,HR,KARNAL,March-2015
KARNAL(HR),March,2016,11900,1113,1221,1167,HR,KARNAL,March-2016
KARNAL(HR),April,2008,9200,490,537,516,HR,KARNAL,April-2008
KARNAL(HR),April,2009,10479,730,830,781,HR,KARNAL,April-2009
KARNAL(HR),April,2010,7100,835,938,887,HR,KARNAL,April-2010
KARNAL(HR),April,2011,4752,679,817,737,HR,KARNAL,April-2011
KARNAL(HR),April,2012,6623,498,655,575,HR,KARNAL,April-2012
KARNAL(HR),April,2014,7680,1240,1343,1292,HR,KARNAL,April-2014
KARNAL(HR),April,2015,13250,1209,1400,1305,HR,KARNAL,April-2015
KARNAL(HR),April,2016,9700,845,1000,920,HR,KARNAL,April-2016
KARNAL(HR),May,2008,8400,421,483,452,HR,KARNAL,May-2008
KARNAL(HR),May,2009,9700,513,637,575,HR,KARNAL,May-2009
KARNAL(HR),May,2010,4300,550,617,583,HR,KARNAL,May-2010
KARNAL(HR),May,2011,1700,513,650,580,HR,KARNAL,May-2011
KARNAL(HR),May,2013,10450,944,1160,1050,HR,KARNAL,May-2013
KARNAL(HR),May,2015,11750,1158,1333,1246,HR,KARNAL,May-2015
KARNAL(HR),June,2008,5100,458,561,510,HR,KARNAL,June-2008
KARNAL(HR),June,2009,9800,733,821,777,HR,KARNAL,June-2009
KARNAL(HR),June,2010,6995,576,633,604,HR,KARNAL,June-2010
KARNAL(HR),June,2011,5259,422,561,491,HR,KARNAL,June-2011
KARNAL(HR),June,2012,1420,500,650,600,HR,KARNAL,June-2012
KARNAL(HR),June,2013,6800,1035,1303,1165,HR,KARNAL,June-2013
KARNAL(HR),June,2014,8200,1200,1300,1250,HR,KARNAL,June-2014
KARNAL(HR),June,2015,8530,1808,2008,1916,HR,KARNAL,June-2015
KARNAL(HR),June,2016,8200,736,848,794,HR,KARNAL,June-2016
KARNAL(HR),July,2008,6450,690,773,731,HR,KARNAL,July-2008
KARNAL(HR),July,2009,13146,884,957,923,HR,KARNAL,July-2009
KARNAL(HR),July,2010,13175,633,960,803,HR,KARNAL,July-2010
KARNAL(HR),July,2011,2508,537,701,627,HR,KARNAL,July-2011
KARNAL(HR),July,2012,5693,534,821,674,HR,KARNAL,July-2012
KARNAL(HR),July,2013,4450,1988,2300,2144,HR,KARNAL,July-2013
KARNAL(HR),July,2015,7750,2012,2200,2108,HR,KARNAL,July-2015
KARNAL(HR),July,2016,6600,894,994,944,HR,KARNAL,July-2016
KARNAL(HR),August,2008,5450,871,1044,957,HR,KARNAL,August-2008
KARNAL(HR),August,2009,8750,893,973,933,HR,KARNAL,August-2009
KARNAL(HR),August,2010,14485,578,964,764,HR,KARNAL,August-2010
KARNAL(HR),August,2011,3800,1068,1245,1161,HR,KARNAL,August-2011
KARNAL(HR),August,2012,712,533,850,692,HR,KARNAL,August-2012
KARNAL(HR),August,2013,5266,3583,4113,3846,HR,KARNAL,August-2013
KARNAL(HR),August,2015,6080,3854,4075,3965,HR,KARNAL,August-2015
KARNAL(HR),August,2016,7900,913,1015,964,HR,KARNAL,August-2016
KARNAL(HR),September,2008,5650,911,1000,954,HR,KARNAL,September-2008
KARNAL(HR),September,2009,9100,857,1000,930,HR,KARNAL,September-2009
KARNAL(HR),September,2010,7740,990,1597,1218,HR,KARNAL,September-2010
KARNAL(HR),September,2012,561,450,775,675,HR,KARNAL,September-2012
KARNAL(HR),September,2013,6050,4113,4621,4367,HR,KARNAL,September-2013
KARNAL(HR),September,2014,5840,1804,1924,1864,HR,KARNAL,September-2014
KARNAL(HR),September,2015,7050,4417,4787,4611,HR,KARNAL,September-2015
KARNAL(HR),September,2016,9800,821,946,883,HR,KARNAL,September-2016
KARNAL(HR),October,2008,5450,841,1031,974,HR,KARNAL,October-2008
KARNAL(HR),October,2009,10300,1530,1670,1600,HR,KARNAL,October-2009
KARNAL(HR),October,2010,7575,1325,1947,1636,HR,KARNAL,October-2010
KARNAL(HR),October,2012,5376,470,870,694,HR,KARNAL,October-2012
KARNAL(HR),October,2013,9050,5058,5423,5238,HR,KARNAL,October-2013
KARNAL(HR),October,2014,4850,1733,1895,1814,HR,KARNAL,October-2014
KARNAL(HR),October,2015,6030,3570,4096,3813,HR,KARNAL,October-2015
KARNAL(HR),November,2008,7200,1082,1391,1236,HR,KARNAL,November-2008
KARNAL(HR),November,2009,11300,1591,1845,1718,HR,KARNAL,November-2009
KARNAL(HR),November,2010,2925,1519,2038,1778,HR,KARNAL,November-2010
KARNAL(HR),November,2013,13080,3905,4282,4103,HR,KARNAL,November-2013
KARNAL(HR),November,2014,6380,1623,1723,1673,HR,KARNAL,November-2014
KARNAL(HR),November,2015,7020,2855,3227,3041,HR,KARNAL,November-2015
KARNAL(HR),December,2008,8450,1200,1426,1313,HR,KARNAL,December-2008
KARNAL(HR),December,2009,10250,1422,1635,1526,HR,KARNAL,December-2009
KARNAL(HR),December,2010,3405,1972,3012,2527,HR,KARNAL,December-2010
KARNAL(HR),December,2013,1366,2980,3520,3370,HR,KARNAL,December-2013
KARNAL(HR),December,2014,8700,1588,1688,1638,HR,KARNAL,December-2014
KARNAL(HR),December,2015,13500,1356,1577,1465,HR,KARNAL,December-2015
KARNAL(HR),December,2016,12100,914,1500,1007,HR,KARNAL,December-2016
KHANDWA(MP),January,2016,27266,168,860,581,MP,KHANDWA,January-2016
KHANDWA(MP),February,2016,35462,100,605,433,MP,KHANDWA,February-2016
KHANDWA(MP),March,2016,36323,100,686,496,MP,KHANDWA,March-2016
KHANDWA(MP),April,2016,21813,118,696,462,MP,KHANDWA,April-2016
KHANDWA(MP),May,2016,16578,100,471,275,MP,KHANDWA,May-2016
KHANDWA(MP),June,2016,7466,103,523,342,MP,KHANDWA,June-2016
KHANDWA(MP),July,2016,2533,100,517,300,MP,KHANDWA,July-2016
KHANDWA(MP),October,2016,420,100,207,150,MP,KHANDWA,October-2016
KHANDWA(MP),November,2016,4132,100,475,175,MP,KHANDWA,November-2016
KHANNA(PB),January,2015,6772,1147,1565,1347,PB,KHANNA,January-2015
KHANNA(PB),January,2016,5679,821,1243,968,PB,KHANNA,January-2016
KHANNA(PB),February,2015,5561,1188,1700,1434,PB,KHANNA,February-2015
KHANNA(PB),February,2016,5558,754,1015,900,PB,KHANNA,February-2016
KHANNA(PB),March,2015,8895,1095,1674,1374,PB,KHANNA,March-2015
KHANNA(PB),March,2016,5545,731,1023,838,PB,KHANNA,March-2016
KHANNA(PB),April,2015,6015,800,1375,1050,PB,KHANNA,April-2015
KHANNA(PB),April,2016,4448,488,925,619,PB,KHANNA,April-2016
KHANNA(PB),May,2015,7988,711,1256,925,PB,KHANNA,May-2015
KHANNA(PB),May,2016,12012,489,894,589,PB,KHANNA,May-2016
KHANNA(PB),June,2015,9213,1031,2631,1283,PB,KHANNA,June-2015
KHANNA(PB),June,2016,4797,300,811,507,PB,KHANNA,June-2016
KHANNA(PB),July,2015,5619,1006,1929,1385,PB,KHANNA,July-2015
KHANNA(PB),July,2016,6431,521,1036,650,PB,KHANNA,July-2016
KHANNA(PB),August,2015,4866,1293,3467,2267,PB,KHANNA,August-2015
KHANNA(PB),August,2016,5041,436,936,566,PB,KHANNA,August-2016
