market,month,year,quantity,priceMin,priceMax,priceMod,state,city,date
BHUBNESWER(OR),October,2014,25200,1741,1891,1838,OR,BHUBNESWER,October-2014
BHUBNESWER(OR),October,2015,29000,3289,3558,3465,OR,BHUBNESWER,October-2015
BHUBNESWER(OR),October,2016,26000,944,1044,1009,OR,BHUBNESWER,October-2016
BHUBNESWER(OR),November,2008,51600,1183,1322,1277,OR,BHUBNESWER,November-2008
BHUBNESWER(OR),November,2009,23850,1823,2055,1983,OR,BHUBNESWER,November-2009
BHUBNESWER(OR),November,2010,19000,1993,2250,2161,OR,BHUBNESWER,November-2010
BHUBNESWER(OR),November,2011,28080,1238,1335,1286,OR,BHUBNESWER,November-2011
BHUBNESWER(OR),November,2012,24400,1532,1647,1590,OR,BHUBNESWER,November-2012
BHUBNESWER(OR),November,2013,16900,3950,4238,4094,OR,BHUBNESWER,November-2013
BHUBNESWER(OR),November,2014,20550,1905,2044,2003,OR,BHUBNESWER,November-2014
BHUBNESWER(OR),November,2015,35300,2426,2576,2532,OR,BHUBNESWER,November-2015
BHUBNESWER(OR),November,2016,40700,1095,1210,1171,OR,BHUBNESWER,November-2016
BHUBNESWER(OR),December,2008,53100,1297,1408,1350,OR,BHUBNESWER,December-2008
BHUBNESWER(OR),December,2009,36600,1746,2156,2056,OR,BHUBNESWER,December-2009
BHUBNESWER(OR),December,2010,19300,2765,3018,2897,OR,BHUBNESWER,December-2010
BHUBNESWER(OR),December,2011,31850,993,1056,1024,OR,BHUBNESWER,December-2011
BHUBNESWER(OR),December,2012,10400,1543,1650,1604,OR,BHUBNESWER,December-2012
BHUBNESWER(OR),December,2013,18800,2350,2533,2442,OR,BHUBNESWER,December-2013
BHUBNESWER(OR),December,2014,25200,1950,2100,2049,OR,BHUBNESWER,December-2014
BHUBNESWER(OR),December,2015,37100,1769,1894,1837,OR,BHUBNESWER,December-2015
BHUBNESWER(OR),December,2016,60500,1092,1209,1171,OR,BHUBNESWER,December-2016
BIHARSHARIF(BHR),August,2015,1000,3400,3500,3460,BH,BIHARSHARIF,August-2015
BIHARSHARIF(BHR),October,2015,2000,2600,2800,2740,BH,BIHARSHARIF,October-2015
BIHARSHARIF(BHR),November,2016,2500,1000,1100,1060,BH,BIHARSHARIF,November-2016
BIJAPUR(KNT),January,2008,9250,100,500,264,KT,BIJAPUR,January-2008
BIJAPUR(KNT),January,2009,3800,200,1375,775,KT,BIJAPUR,January-2009
BIJAPUR(KNT),January,2010,12100,133,1650,800,KT,BIJAPUR,January-2010
BIJAPUR(KNT),January,2011,4500,800,3714,2000,KT,BIJAPUR,January-2011
BIJAPUR(KNT),January,2012,19800,100,594,344,KT,BIJAPUR,January-2012
BIJAPUR(KNT),January,2013,7513,433,1656,1011,KT,BIJAPUR,January-2013
BIJAPUR(KNT),January,2014,9045,144,1061,667,KT,BIJAPUR,January-2014
BIJAPUR(KNT),January,2015,8127,533,1400,944,KT,BIJAPUR,January-2015
BIJAPUR(KNT),January,2016,4110,413,1713,1088,KT,BIJAPUR,January-2016
BIJAPUR(KNT),February,2008,5000,50,350,213,KT,BIJAPUR,February-2008
BIJAPUR(KNT),February,2009,450,200,1200,600,KT,BIJAPUR,February-2009
BIJAPUR(KNT),February,2010,4400,100,1220,580,KT,BIJAPUR,February-2010
BIJAPUR(KNT),February,2011,2221,225,1175,663,KT,BIJAPUR,February-2011
BIJAPUR(KNT),February,2012,9700,100,433,267,KT,BIJAPUR,February-2012
BIJAPUR(KNT),February,2013,4555,429,1643,1029,KT,BIJAPUR,February-2013
BIJAPUR(KNT),February,2014,4334,113,731,394,KT,BIJAPUR,February-2014
BIJAPUR(KNT),February,2015,4620,486,1571,1000,KT,BIJAPUR,February-2015
BIJAPUR(KNT),February,2016,6097,500,1317,900,KT,BIJAPUR,February-2016
BIJAPUR(KNT),March,2008,1966,100,350,200,KT,BIJAPUR,March-2008
BIJAPUR(KNT),March,2009,600,100,600,300,KT,BIJAPUR,March-2009
BIJAPUR(KNT),March,2010,7518,100,700,417,KT,BIJAPUR,March-2010
BIJAPUR(KNT),March,2011,1950,100,613,350,KT,BIJAPUR,March-2011
BIJAPUR(KNT),March,2012,9800,100,422,222,KT,BIJAPUR,March-2012
BIJAPUR(KNT),March,2013,2321,288,1250,769,KT,BIJAPUR,March-2013
BIJAPUR(KNT),March,2014,1924,175,763,450,KT,BIJAPUR,March-2014
BIJAPUR(KNT),March,2015,3715,771,1729,1200,KT,BIJAPUR,March-2015
BIJAPUR(KNT),March,2016,1994,300,1160,700,KT,BIJAPUR,March-2016
BIJAPUR(KNT),April,2008,2900,75,275,175,KT,BIJAPUR,April-2008
BIJAPUR(KNT),April,2009,3050,125,523,310,KT,BIJAPUR,April-2009
BIJAPUR(KNT),April,2010,10757,100,533,311,KT,BIJAPUR,April-2010
BIJAPUR(KNT),April,2011,1650,100,560,300,KT,BIJAPUR,April-2011
BIJAPUR(KNT),April,2012,5400,100,469,256,KT,BIJAPUR,April-2012
BIJAPUR(KNT),April,2013,3702,207,979,629,KT,BIJAPUR,April-2013
BIJAPUR(KNT),April,2014,2050,167,467,333,KT,BIJAPUR,April-2014
BIJAPUR(KNT),April,2015,6284,675,1563,1094,KT,BIJAPUR,April-2015
BIJAPUR(KNT),April,2016,4510,364,1057,679,KT,BIJAPUR,April-2016
BIJAPUR(KNT),May,2008,12000,50,290,165,KT,BIJAPUR,May-2008
BIJAPUR(KNT),May,2009,3700,100,500,300,KT,BIJAPUR,May-2009
BIJAPUR(KNT),May,2010,13900,86,493,271,KT,BIJAPUR,May-2010
BIJAPUR(KNT),May,2011,16400,100,531,300,KT,BIJAPUR,May-2011
BIJAPUR(KNT),May,2012,5650,100,514,257,KT,BIJAPUR,May-2012
BIJAPUR(KNT),May,2013,6282,250,1000,633,KT,BIJAPUR,May-2013
BIJAPUR(KNT),May,2014,13250,207,1043,586,KT,BIJAPUR,May-2014
BIJAPUR(KNT),May,2015,4832,817,1633,1183,KT,BIJAPUR,May-2015
BIJAPUR(KNT),May,2016,6290,329,1043,657,KT,BIJAPUR,May-2016
BIJAPUR(KNT),June,2008,13300,88,444,219,KT,BIJAPUR,June-2008
BIJAPUR(KNT),June,2009,3620,125,813,400,KT,BIJAPUR,June-2009
BIJAPUR(KNT),June,2010,19300,113,594,381,KT,BIJAPUR,June-2010
BIJAPUR(KNT),June,2011,18400,100,783,406,KT,BIJAPUR,June-2011
BIJAPUR(KNT),June,2012,5950,87,743,407,KT,BIJAPUR,June-2012
BIJAPUR(KNT),June,2013,3387,400,1688,981,KT,BIJAPUR,June-2013
BIJAPUR(KNT),June,2014,9900,486,1886,1150,KT,BIJAPUR,June-2014
BIJAPUR(KNT),June,2015,4035,638,1575,1050,KT,BIJAPUR,June-2015
BIJAPUR(KNT),June,2016,4910,633,1433,975,KT,BIJAPUR,June-2016
BIJAPUR(KNT),July,2008,9600,113,714,366,KT,BIJAPUR,July-2008
BIJAPUR(KNT),July,2009,181,200,763,450,KT,BIJAPUR,July-2009
BIJAPUR(KNT),July,2010,13500,100,738,413,KT,BIJAPUR,July-2010
BIJAPUR(KNT),July,2011,8982,117,908,475,KT,BIJAPUR,July-2011
BIJAPUR(KNT),July,2012,7100,200,789,478,KT,BIJAPUR,July-2012
BIJAPUR(KNT),July,2013,1404,822,2400,1522,KT,BIJAPUR,July-2013
BIJAPUR(KNT),July,2014,7550,429,2271,1471,KT,BIJAPUR,July-2014
BIJAPUR(KNT),July,2015,1311,867,2050,1433,KT,BIJAPUR,July-2015
BIJAPUR(KNT),July,2016,7100,471,1557,993,KT,BIJAPUR,July-2016
BIJAPUR(KNT),August,2008,600,800,1000,900,KT,BIJAPUR,August-2008
BIJAPUR(KNT),August,2010,11000,119,925,489,KT,BIJAPUR,August-2010
BIJAPUR(KNT),August,2011,9700,111,1111,594,KT,BIJAPUR,August-2011
BIJAPUR(KNT),August,2012,6800,206,806,519,KT,BIJAPUR,August-2012
BIJAPUR(KNT),August,2013,725,1514,3814,2743,KT,BIJAPUR,August-2013
BIJAPUR(KNT),August,2014,5770,475,2075,1381,KT,BIJAPUR,August-2014
BIJAPUR(KNT),August,2015,2151,1075,3883,2683,KT,BIJAPUR,August-2015
BIJAPUR(KNT),August,2016,6819,386,1114,714,KT,BIJAPUR,August-2016
BIJAPUR(KNT),September,2008,6250,100,692,367,KT,BIJAPUR,September-2008
BIJAPUR(KNT),September,2010,6190,157,1257,600,KT,BIJAPUR,September-2010
BIJAPUR(KNT),September,2011,6250,100,1267,642,KT,BIJAPUR,September-2011
BIJAPUR(KNT),September,2012,8150,194,744,475,KT,BIJAPUR,September-2012
BIJAPUR(KNT),September,2013,2036,1044,3800,2422,KT,BIJAPUR,September-2013
BIJAPUR(KNT),September,2014,6475,489,1833,1256,KT,BIJAPUR,September-2014
BIJAPUR(KNT),September,2015,610,2575,4200,3550,KT,BIJAPUR,September-2015
BIJAPUR(KNT),September,2016,9340,267,744,500,KT,BIJAPUR,September-2016
BIJAPUR(KNT),October,2008,2450,100,705,350,KT,BIJAPUR,October-2008
BIJAPUR(KNT),October,2009,5600,125,1063,525,KT,BIJAPUR,October-2009
BIJAPUR(KNT),October,2010,6870,100,1543,729,KT,BIJAPUR,October-2010
BIJAPUR(KNT),October,2011,11600,100,925,500,KT,BIJAPUR,October-2011
BIJAPUR(KNT),October,2012,6430,228,856,561,KT,BIJAPUR,October-2012
BIJAPUR(KNT),October,2013,3328,671,3643,2257,KT,BIJAPUR,October-2013
BIJAPUR(KNT),October,2014,8500,243,1589,1009,KT,BIJAPUR,October-2014
BIJAPUR(KNT),October,2015,3143,1650,2750,2163,KT,BIJAPUR,October-2015
BIJAPUR(KNT),October,2016,6300,186,614,393,KT,BIJAPUR,October-2016
BIJAPUR(KNT),November,2008,3170,100,1167,567,KT,BIJAPUR,November-2008
BIJAPUR(KNT),November,2009,10900,186,1714,843,KT,BIJAPUR,November-2009
BIJAPUR(KNT),November,2010,12500,157,1800,900,KT,BIJAPUR,November-2010
BIJAPUR(KNT),November,2011,10400,108,900,492,KT,BIJAPUR,November-2011
BIJAPUR(KNT),November,2012,3111,400,1444,875,KT,BIJAPUR,November-2012
BIJAPUR(KNT),November,2013,4145,388,3350,1875,KT,BIJAPUR,November-2013
BIJAPUR(KNT),November,2014,10600,550,1425,1088,KT,BIJAPUR,November-2014
BIJAPUR(KNT),November,2015,2413,1075,2713,1869,KT,BIJAPUR,November-2015
BIJAPUR(KNT),November,2016,4880,438,1000,706,KT,BIJAPUR,November-2016
BIJAPUR(KNT),December,2008,2240,133,1233,633,KT,BIJAPUR,December-2008
BIJAPUR(KNT),December,2009,16300,229,2457,1114,KT,BIJAPUR,December-2009
BIJAPUR(KNT),December,2010,11000,783,4200,2250,KT,BIJAPUR,December-2010
BIJAPUR(KNT),December,2011,15000,100,844,438,KT,BIJAPUR,December-2011
BIJAPUR(KNT),December,2012,7247,400,1556,978,KT,BIJAPUR,December-2012
BIJAPUR(KNT),December,2013,8596,222,1678,983,KT,BIJAPUR,December-2013
BIJAPUR(KNT),December,2014,9991,700,1333,1017,KT,BIJAPUR,December-2014
BIJAPUR(KNT),December,2015,2754,650,2067,1317,KT,BIJAPUR,December-2015
BIJAPUR(KNT),December,2016,6360,400,1063,725,KT,BIJAPUR,December-2016
BIKANER(RAJ),March,2015,1918,1300,1700,1500,RJ,BIKANER,March-2015
BIKANER(RAJ),May,2015,1457,600,1000,800,RJ,BIKANER,May-2015
BIKANER(RAJ),May,2016,6740,300,500,400,RJ,BIKANER,May-2016
BIKANER(RAJ),June,2015,6713,1086,1343,1214,RJ,BIKANER,June-2015
BIKANER(RAJ),June,2016,2509,300,500,400,RJ,BIKANER,June-2016
BIKANER(RAJ),July,2015,1004,1900,2400,2150,RJ,BIKANER,July-2015
BIKANER(RAJ),August,2015,2695,2843,3300,3071,RJ,BIKANER,August-2015
BIKANER(RAJ),September,2015,1737,3650,4083,3833,RJ,BIKANER,September-2015
BIKANER(RAJ),October,2015,2625,2300,2757,2486,RJ,BIKANER,October-2015
BIKANER(RAJ),November,2015,3459,1413,2125,1850,RJ,BIKANER,November-2015
BIKANER(RAJ),December,2015,750,1000,1200,1100,RJ,BIKANER,December-2015
BOMBORI(MS),February,2015,1320,300,1700,1000,MH,BOMBORI,February-2015
BOMBORI(MS),April,2016,2559,200,900,550,MH,BOMBORI,April-2016
BOMBORI(MS),May,2016,17137,140,1020,590,MH,BOMBORI,May-2016
BOMBORI(MS),June,2016,35976,188,1113,688,MH,BOMBORI,June-2016
BOMBORI(MS),July,2016,58399,188,969,606,MH,BOMBORI,July-2016
BOMBORI(MS),August,2015,478,2000,6000,4300,MH,BOMBORI,August-2015
BOMBORI(MS),August,2016,63910,150,938,588,MH,BOMBORI,August-2016
BOMBORI(MS),September,2015,1690,1750,5250,4250,MH,BOMBORI,September-2015
BOMBORI(MS),September,2016,55211,100,806,444,MH,BOMBORI,September-2016
BOMBORI(MS),October,2016,49226,100,990,575,MH,BOMBORI,October-2016
BOMBORI(MS),November,2016,43109,157,1329,721,MH,BOMBORI,November-2016
BOMBORI(MS),December,2016,67437,110,1100,560,MH,BOMBORI,December-2016
BOWENPALLY(Telangana),May,2016,1939,338,800,625,TL,BOWENPALLY,May-2016
BOWENPALLY(Telangana),June,2016,6533,414,927,718,TL,BOWENPALLY,June-2016
BOWENPALLY(Telangana),July,2016,5882,500,1011,813,TL,BOWENPALLY,July-2016
BOWENPALLY(Telangana),August,2016,4030,410,895,705,TL,BOWENPALLY,August-2016
BOWENPALLY(Telangana),September,2016,3728,339,689,553,TL,BOWENPALLY,September-2016
BOWENPALLY(Telangana),October,2016,5183,345,834,636,TL,BOWENPALLY,October-2016
BOWENPALLY(Telangana),November,2016,6663,391,781,633,TL,BOWENPALLY,November-2016
BOWENPALLY(Telangana),December,2016,9207,395,943,743,TL,BOWENPALLY,December-2016
BULANDSHAHR,May,2016,240,744,947,826,UP,BULANDSHAHR,May-2016
BULANDSHAHR,June,2016,450,708,815,767,UP,BULANDSHAHR,June-2016
BULANDSHAHR,July,2016,645,883,923,896,UP,BULANDSHAHR,July-2016
BULANDSHAHR,August,2016,313,908,925,917,UP,BULANDSHAHR,August-2016
BULANDSHAHR,September,2016,115,787,833,817,UP,BULANDSHAHR,September-2016
BULANDSHAHR,October,2016,110,790,845,820,UP,BULANDSHAHR,October-2016
BULANDSHAHR,November,2016,435,905,938,922,UP,BULANDSHAHR,November-2016
BULANDSHAHR,December,2016,185,885,913,899,UP,BULANDSHAHR,December-2016
BURDWAN(WB),January,2015,3780,2030,2180,2130,WB,BURDWAN,January-2015
BURDWAN(WB),January,2016,3880,1689,1789,1739,WB,BURDWAN,January-2016
BURDWAN(WB),February,2015,3870,2091,2241,2191,WB,BURDWAN,February-2015
BURDWAN(WB),February,2016,5465,1325,1427,1376,WB,BURDWAN,February-2016
BURDWAN(WB),March,2015,6960,1285,1431,1376,WB,BURDWAN,March-2015
BURDWAN(WB),March,2016,4050,850,956,900,WB,BURDWAN,March-2016
BURDWAN(WB),April,2015,6640,1277,1427,1377,WB,BURDWAN,April-2015
BURDWAN(WB),April,2016,6320,811,911,861,WB,BURDWAN,April-2016
BURDWAN(WB),May,2015,4740,1504,1652,1604,WB,BURDWAN,May-2015
BURDWAN(WB),May,2016,9870,814,929,879,WB,BURDWAN,May-2016
BURDWAN(WB),June,2015,6020,1922,2068,2018,WB,BURDWAN,June-2015
BURDWAN(WB),June,2016,10630,864,962,914,WB,BURDWAN,June-2016
BURDWAN(WB),July,2015,5080,2160,2300,2253,WB,BURDWAN,July-2015
BURDWAN(WB),July,2016,12520,976,1105,1029,WB,BURDWAN,July-2016
BURDWAN(WB),August,2015,4730,3688,3849,3799,WB,BURDWAN,August-2015
BURDWAN(WB),August,2016,6790,1156,1322,1222,WB,BURDWAN,August-2016
BURDWAN(WB),September,2015,5330,4567,4951,4778,WB,BURDWAN,September-2015
BURDWAN(WB),September,2016,6310,1041,1209,1118,WB,BURDWAN,September-2016
BURDWAN(WB),October,2015,4270,3785,4183,3981,WB,BURDWAN,October-2015
BURDWAN(WB),October,2016,6110,1040,1180,1092,WB,BURDWAN,October-2016
BURDWAN(WB),November,2014,1070,2133,2283,2233,WB,BURDWAN,November-2014
BURDWAN(WB),November,2015,5490,2791,3125,2958,WB,BURDWAN,November-2015
BURDWAN(WB),November,2016,5900,1325,1438,1378,WB,BURDWAN,November-2016
BURDWAN(WB),December,2014,4550,2108,2258,2208,WB,BURDWAN,December-2014
BURDWAN(WB),December,2015,4740,1838,2065,1965,WB,BURDWAN,December-2015
BURDWAN(WB),December,2016,5850,1409,1509,1459,WB,BURDWAN,December-2016
CHAKAN(MS),January,2008,60642,245,504,354,MH,CHAKAN,January-2008
CHAKAN(MS),January,2010,52140,531,1756,1319,MH,CHAKAN,January-2010
CHAKAN(MS),January,2011,7437,1000,4175,2925,MH,CHAKAN,January-2011
CHAKAN(MS),January,2012,22290,275,530,370,MH,CHAKAN,January-2012
CHAKAN(MS),January,2016,41125,940,1680,1350,MH,CHAKAN,January-2016
CHAKAN(MS),February,2008,55000,200,363,275,MH,CHAKAN,February-2008
CHAKAN(MS),February,2010,92500,558,1275,983,MH,CHAKAN,February-2010
CHAKAN(MS),February,2013,2500,1550,1750,1600,MH,CHAKAN,February-2013
CHAKAN(MS),February,2016,39166,533,1300,917,MH,CHAKAN,February-2016
CHAKAN(MS),March,2010,90100,500,786,646,MH,CHAKAN,March-2010
CHAKAN(MS),March,2011,37392,394,588,538,MH,CHAKAN,March-2011
CHAKAN(MS),March,2012,44800,300,511,420,MH,CHAKAN,March-2012
CHAKAN(MS),March,2016,42220,488,896,700,MH,CHAKAN,March-2016
CHAKAN(MS),April,2010,20221,313,588,463,MH,CHAKAN,April-2010
CHAKAN(MS),April,2011,45813,354,623,522,MH,CHAKAN,April-2011
CHAKAN(MS),April,2012,13800,326,551,451,MH,CHAKAN,April-2012
CHAKAN(MS),April,2016,7171,400,800,633,MH,CHAKAN,April-2016
CHAKAN(MS),May,2010,3115,340,660,533,MH,CHAKAN,May-2010
CHAKAN(MS),May,2011,2649,301,651,451,MH,CHAKAN,May-2011
CHAKAN(MS),May,2012,700,250,550,425,MH,CHAKAN,May-2012
CHAKAN(MS),May,2016,12793,442,717,575,MH,CHAKAN,May-2016
CHAKAN(MS),June,2010,3940,317,735,617,MH,CHAKAN,June-2010
CHAKAN(MS),June,2011,3167,350,893,725,MH,CHAKAN,June-2011
CHAKAN(MS),June,2016,8280,556,928,733,MH,CHAKAN,June-2016
CHAKAN(MS),July,2008,1100,300,700,500,MH,CHAKAN,July-2008
CHAKAN(MS),July,2012,1685,333,708,610,MH,CHAKAN,July-2012
CHAKAN(MS),July,2016,9441,579,942,758,MH,CHAKAN,July-2016
CHAKAN(MS),August,2008,300,702,801,750,MH,CHAKAN,August-2008
CHAKAN(MS),August,2011,1228,600,1250,925,MH,CHAKAN,August-2011
CHAKAN(MS),August,2012,1845,375,790,650,MH,CHAKAN,August-2012
CHAKAN(MS),August,2013,374,2000,4000,3000,MH,CHAKAN,August-2013
CHAKAN(MS),August,2016,4398,497,756,625,MH,CHAKAN,August-2016
CHAKAN(MS),September,2009,210,300,700,600,MH,CHAKAN,September-2009
CHAKAN(MS),September,2011,776,675,1075,875,MH,CHAKAN,September-2011
CHAKAN(MS),September,2012,185,351,625,525,MH,CHAKAN,September-2012
CHAKAN(MS),September,2016,4215,300,630,470,MH,CHAKAN,September-2016
CHAKAN(MS),October,2009,4165,675,1525,1258,MH,CHAKAN,October-2009
CHAKAN(MS),October,2012,2700,367,826,671,MH,CHAKAN,October-2012
CHAKAN(MS),October,2016,4310,314,714,507,MH,CHAKAN,October-2016
CHAKAN(MS),November,2008,500,450,1200,950,MH,CHAKAN,November-2008
CHAKAN(MS),November,2009,2680,693,2036,1543,MH,CHAKAN,November-2009
CHAKAN(MS),November,2012,1360,650,1450,1117,MH,CHAKAN,November-2012
CHAKAN(MS),November,2016,4412,400,967,683,MH,CHAKAN,November-2016
CHAKAN(MS),December,2009,13645,464,2046,1386,MH,CHAKAN,December-2009
CHAKAN(MS),December,2010,679,625,4250,3000,MH,CHAKAN,December-2010
CHAKAN(MS),December,2011,2450,450,700,588,MH,CHAKAN,December-2011
CHAKAN(MS),December,2015,16790,890,1730,1390,MH,CHAKAN,December-2015
CHAKAN(MS),December,2016,9573,394,906,663,MH,CHAKAN,December-2016
CHALA (KER),August,2016,130,1800,1856,1830,KR,CHALA ,August-2016
CHALLAKERE(KNT),February,2015,350,2100,2250,2200,KT,CHALLAKERE,February-2015
CHANDIGARH,January,2016,4310,800,1200,1000,CG,CHANDIGARH,January-2016
CHANDIGARH,February,2016,12315,643,1029,836,CG,CHANDIGARH,February-2016
CHANDIGARH,March,2016,7187,700,1100,900,CG,CHANDIGARH,March-2016
CHANDIGARH,May,2016,12694,500,1050,725,CG,CHANDIGARH,May-2016
CHANDIGARH,June,2016,27284,420,980,700,CG,CHANDIGARH,June-2016
CHANDIGARH,July,2016,67777,457,979,721,CG,CHANDIGARH,July-2016
CHANDIGARH,August,2016,10320,508,1200,854,CG,CHANDIGARH,August-2016
CHANDIGARH,September,2016,11238,483,825,650,CG,CHANDIGARH,September-2016
CHANDIGARH,October,2016,16445,511,933,719,CG,CHANDIGARH,October-2016
CHANDRAPUR-GANJWAD (MS),August,2016,6412,586,843,707,MH,CHANDRAPUR-GANJWAD ,August-2016
CHANDRAPUR-GANJWAD (MS),September,2016,9117,595,842,708,MH,CHANDRAPUR-GANJWAD ,September-2016
CHANDRAPUR-GANJWAD (MS),October,2016,8442,658,979,824,MH,CHANDRAPUR-GANJWAD ,October-2016
CHANDRAPUR-GANJWAD (MS),December,2016,420,700,1000,800,MH,CHANDRAPUR-GANJWAD ,December-2016
CHANDVAD(MS),January,2015,93673,250,1428,1206,MH,CHANDVAD,January-2015
CHANDVAD(MS),January,2016,108619,461,1361,1094,MH,CHANDVAD,January-2016
CHANDVAD(MS),February,2015,52803,280,1546,1365,MH,CHANDVAD,February-2015
CHANDVAD(MS),February,2016,84709,439,941,742,MH,CHANDVAD,February-2016
CHANDVAD(MS),March,2015,47236,233,1317,1022,MH,CHANDVAD,March-2015
CHANDVAD(MS),March,2016,18003,300,819,675,MH,CHANDVAD,March-2016
CHANDVAD(MS),April,2015,45548,357,1283,1003,MH,CHANDVAD,April-2015
CHANDVAD(MS),April,2016,36503,210,797,686,MH,CHANDVAD,April-2016
CHANDVAD(MS),May,2015,59152,250,1560,1089,MH,CHANDVAD,May-2015
CHANDVAD(MS),May,2016,41834,201,875,688,MH,CHANDVAD,May-2016
CHANDVAD(MS),June,2015,68512,455,1848,1414,MH,CHANDVAD,June-2015
CHANDVAD(MS),June,2016,48061,215,945,731,MH,CHANDVAD,June-2016
CHANDVAD(MS),July,2015,37348,782,2532,2272,MH,CHANDVAD,July-2015
CHANDVAD(MS),July,2016,8645,360,883,757,MH,CHANDVAD,July-2016
CHANDVAD(MS),August,2015,12354,1612,4530,4200,MH,CHANDVAD,August-2015
CHANDVAD(MS),August,2016,35756,246,785,654,MH,CHANDVAD,August-2016
CHANDVAD(MS),September,2015,7863,1966,4407,4156,MH,CHANDVAD,September-2015
CHANDVAD(MS),September,2016,34924,200,527,381,MH,CHANDVAD,September-2016
CHANDVAD(MS),October,2015,22347,924,3053,2627,MH,CHANDVAD,October-2015
CHANDVAD(MS),October,2016,41600,185,757,577,MH,CHANDVAD,October-2016
CHANDVAD(MS),November,2014,15556,441,1639,1396,MH,CHANDVAD,November-2014
CHANDVAD(MS),November,2015,78876,873,2316,1767,MH,CHANDVAD,November-2015
CHANDVAD(MS),November,2016,57112,327,1341,846,MH,CHANDVAD,November-2016
CHANDVAD(MS),December,2014,9510,223,1616,1333,MH,CHANDVAD,December-2014
CHANDVAD(MS),December,2015,130037,571,1482,1111,MH,CHANDVAD,December-2015
CHANDVAD(MS),December,2016,176988,295,916,719,MH,CHANDVAD,December-2016
CHENNAI,January,2008,127400,588,1000,797,TN,CHENNAI,January-2008
CHENNAI,January,2009,111320,1428,2028,1762,TN,CHENNAI,January-2009
CHENNAI,January,2010,110000,1639,2259,1980,TN,CHENNAI,January-2010
CHENNAI,January,2011,102000,3583,4583,4083,TN,CHENNAI,January-2011
CHENNAI,January,2012,126000,771,1013,892,TN,CHENNAI,January-2012
CHENNAI,January,2013,116700,1786,2132,1964,TN,CHENNAI,January-2013
CHENNAI,January,2014,120200,1371,1583,1477,TN,CHENNAI,January-2014
CHENNAI,January,2015,112500,1983,2300,2142,TN,CHENNAI,January-2015
CHENNAI,January,2016,116700,1927,2245,2086,TN,CHENNAI,January-2016
CHENNAI,February,2008,136500,404,722,581,TN,CHENNAI,February-2008
CHENNAI,February,2009,111200,1122,1578,1352,TN,CHENNAI,February-2009
CHENNAI,February,2010,112700,1368,1864,1619,TN,CHENNAI,February-2010
CHENNAI,February,2011,128500,1396,1778,1589,TN,CHENNAI,February-2011
CHENNAI,February,2012,125700,767,1000,883,TN,CHENNAI,February-2012
CHENNAI,February,2013,130400,1846,2213,2033,TN,CHENNAI,February-2013
CHENNAI,February,2014,125200,1188,1413,1300,TN,CHENNAI,February-2014
CHENNAI,February,2015,128500,2000,2475,2242,TN,CHENNAI,February-2015
CHENNAI,February,2016,131400,1529,1963,1763,TN,CHENNAI,February-2016
CHENNAI,March,2008,127400,447,688,585,TN,CHENNAI,March-2008
CHENNAI,March,2009,113400,961,1270,1115,TN,CHENNAI,March-2009
CHENNAI,March,2010,122300,958,1300,1133,TN,CHENNAI,March-2010
CHENNAI,March,2011,146300,764,996,880,TN,CHENNAI,March-2011
CHENNAI,March,2012,127200,708,908,808,TN,CHENNAI,March-2012
CHENNAI,March,2013,121900,1355,1682,1518,TN,CHENNAI,March-2013
CHENNAI,March,2014,129600,1180,1396,1288,TN,CHENNAI,March-2014
CHENNAI,March,2015,126500,1933,2271,2113,TN,CHENNAI,March-2015
CHENNAI,March,2016,119700,1167,1492,1333,TN,CHENNAI,March-2016
CHENNAI,April,2008,111200,443,738,598,TN,CHENNAI,April-2008
CHENNAI,April,2009,88100,750,1045,903,TN,CHENNAI,April-2009
CHENNAI,April,2010,114300,704,974,841,TN,CHENNAI,April-2010
CHENNAI,April,2011,100800,837,1163,1003,TN,CHENNAI,April-2011
CHENNAI,April,2012,111600,755,914,834,TN,CHENNAI,April-2012
CHENNAI,April,2013,118900,1275,1550,1410,TN,CHENNAI,April-2013
CHENNAI,April,2014,105900,1164,1468,1320,TN,CHENNAI,April-2014
CHENNAI,April,2015,116400,1695,2068,1882,TN,CHENNAI,April-2015
CHENNAI,April,2016,109300,1195,1471,1343,TN,CHENNAI,April-2016
CHENNAI,May,2008,118600,386,632,530,TN,CHENNAI,May-2008
CHENNAI,May,2009,103200,641,850,745,TN,CHENNAI,May-2009
CHENNAI,May,2010,118700,721,979,854,TN,CHENNAI,May-2010
CHENNAI,May,2011,125500,791,1087,939,TN,CHENNAI,May-2011
CHENNAI,May,2012,140800,685,865,775,TN,CHENNAI,May-2012
CHENNAI,May,2013,143600,1327,1535,1431,TN,CHENNAI,May-2013
CHENNAI,May,2014,117200,1524,1748,1640,TN,CHENNAI,May-2014
CHENNAI,May,2015,124850,1875,2158,2017,TN,CHENNAI,May-2015
CHENNAI,May,2016,114850,1274,1504,1387,TN,CHENNAI,May-2016
CHENNAI,June,2008,114000,444,710,586,TN,CHENNAI,June-2008
CHENNAI,June,2009,111100,846,1208,1038,TN,CHENNAI,June-2009
CHENNAI,June,2010,136000,804,1158,992,TN,CHENNAI,June-2010
CHENNAI,June,2011,114800,942,1192,1067,TN,CHENNAI,June-2011
CHENNAI,June,2012,122000,785,985,887,TN,CHENNAI,June-2012
